Latitude,Longitude
41.8839258,-87.6207534
41.8818726,-87.6207589
41.8818726,-87.6207589
41.8822848,-87.6243852
41.8822875,-87.6242948
41.8822875,-87.6242948
41.8822875,-87.6242948
41.883254,-87.6244067
41.883254,-87.6244067
41.8840852,-87.6245574
41.8840852,-87.6245574
41.8857654,-87.625298
41.8857654,-87.625298
41.8857654,-87.625298
41.8844943,-87.6252395
41.8844943,-87.6252395
41.8844951,-87.6253647
41.8844951,-87.6253647
41.875711,-87.6276339
41.875711,-87.6276339
41.875711,-87.6276339
41.8755712,-87.6276293
41.8755712,-87.6276293
41.8755712,-87.6276293
41.8756672,-87.6330819
41.8756672,-87.6330819
41.8756672,-87.6330819
41.8755175,-87.633067
41.8755175,-87.633067
41.87567,-87.6336842
41.87567,-87.6336842
41.8755239,-87.6336781
41.8755239,-87.6336781
41.8755239,-87.6336781
41.8744826,-87.6330357
41.8744826,-87.6330357
41.8744826,-87.6330357
41.8755223,-87.6317314
41.8755206,-87.6307136
41.8755206,-87.6307136
41.8755545,-87.6287035
41.8755545,-87.6287035
41.8755545,-87.6287035
41.8767706,-87.6396183
41.8767706,-87.6396183
41.8758551,-87.6397982
41.8758551,-87.6397982
41.8758332,-87.6410061
41.8758332,-87.6410061
41.8753131,-87.6397754
41.8753131,-87.6397754
41.8752975,-87.6410144
41.8752975,-87.6410144
41.8767692,-87.6398168
41.8767692,-87.6398168
41.8767692,-87.6398168
41.885095,-87.6367493
41.885095,-87.6367493
41.885095,-87.6367493
41.885095,-87.6367493
41.8850958,-87.6368302
41.8850958,-87.6368302
41.8793592,-87.6367226
41.8793592,-87.6367226
41.8806277,-87.6369977
41.8806277,-87.6369977
41.8857465,-87.6302068
41.8857465,-87.6302068
41.8862874,-87.6309972
41.8862874,-87.6309972
41.8862833,-87.6325701
41.8862833,-87.6325701
41.8862823,-87.6339608
41.8862823,-87.6339608
41.8862823,-87.6339608
41.8770984,-87.6241683
41.8770984,-87.6241683
41.8770984,-87.6241683
41.8770984,-87.6241683
41.8720526,-87.6374494
41.8720526,-87.6374494
41.8720526,-87.6374494
41.8744061,-87.6397368
41.8744061,-87.6397368
41.8838406,-87.635387
41.8838406,-87.635387
41.8812749,-87.6353222
41.8812749,-87.6353222
41.8812749,-87.6353222
41.8780238,-87.6368951
41.8780238,-87.6368951
41.8820597,-87.6276436
41.8820597,-87.6276436
41.8820597,-87.6276436
41.8756941,-87.6260353
41.8756941,-87.6260353
41.8756941,-87.6260353
41.8756745,-87.6268871
41.8756745,-87.6268871
41.8756745,-87.6268871
41.8756745,-87.6268871
41.8851275,-87.6262812
41.8851275,-87.6262812
41.8851275,-87.6262812
41.883844,-87.6338983
41.883844,-87.6338983
41.883844,-87.6338983
41.8812928,-87.6338281
41.8812928,-87.6338281
41.8812928,-87.6338281
41.8800325,-87.6337962
41.8800325,-87.6337962
41.8757018,-87.6292261
41.8757018,-87.6292261
41.8768979,-87.6297418
41.8768979,-87.6297418
41.8768979,-87.6297418
41.8758133,-87.6206352
41.8758133,-87.6206352
41.8758133,-87.6206352
41.8758981,-87.620881
41.8758981,-87.620881
41.8758981,-87.620881
41.8759311,-87.6210812
41.8762871,-87.6206426
41.8762871,-87.6206426
41.8762871,-87.6206426
41.8759936,-87.6208819
41.8759936,-87.6208819
41.8759936,-87.6208819
41.8756219,-87.6210979
41.8756219,-87.6210979
41.8755793,-87.6208759
41.8755793,-87.6208759
41.8755793,-87.6208759
41.8753882,-87.6206263
41.8753882,-87.6206263
41.8759572,-87.6206366
41.8759572,-87.6206366
41.8759572,-87.6206366
41.8759572,-87.6206366
41.8756759,-87.6208786
41.8756759,-87.6208786
41.8756759,-87.6208786
41.8756253,-87.6206326
41.8756253,-87.6206326
41.8756253,-87.6206326
41.8756253,-87.6206326
41.8755748,-87.6274704
41.8755748,-87.6274704
41.8755748,-87.6274704
41.8813104,-87.6323464
41.8813104,-87.6323464
41.8813104,-87.6323464
41.8813104,-87.6323464
41.8800628,-87.6308196
41.8800628,-87.6308196
41.8800628,-87.6308196
41.8800818,-87.629344
41.8800818,-87.629344
41.8800818,-87.629344
41.8800455,-87.6323129
41.8800455,-87.6323129
41.8800455,-87.6323129
41.8800455,-87.6323129
41.8800929,-87.6277403
41.8800929,-87.6277403
41.8800929,-87.6277403
41.8794657,-87.6278856
41.8794657,-87.6278856
41.8794657,-87.6278856
41.8794975,-87.6275645
41.8794975,-87.6275645
41.8794975,-87.6275645
41.8788321,-87.6277087
41.8788321,-87.6277087
41.8788321,-87.6277087
41.8813216,-87.624206
41.8813216,-87.624206
41.8818367,-87.6241971
41.8818367,-87.6241971
41.8825784,-87.6353614
41.8825784,-87.6353614
41.8825784,-87.6353614
41.8825703,-87.6368029
41.8825703,-87.6368029
41.8825897,-87.6294144
41.8825897,-87.6294144
41.8825897,-87.6294144
41.8825872,-87.630904
41.88258,-87.6323887
41.88258,-87.6323887
41.88258,-87.6323887
41.8825755,-87.6338621
41.8825755,-87.6338621
41.8825755,-87.6338621
41.8827148,-87.6243465
41.8827148,-87.6243465
41.8827135,-87.624438
41.8827135,-87.624438
41.8851053,-87.6339327
41.8851053,-87.6339327
41.8851053,-87.6339327
41.8850992,-87.6354125
41.8850992,-87.6354125
41.8850992,-87.6354125
41.8851058,-87.6325362
41.8851058,-87.6325362
41.8868344,-87.6269795
41.8868175,-87.6278924
41.8868175,-87.6278924
41.8868093,-87.627383
41.8868093,-87.627383
41.8869467,-87.628079
41.8869467,-87.628079
41.8862872,-87.6278804
41.8862872,-87.6278804
41.8869462,-87.6278946
41.8869462,-87.6278946
41.8858576,-87.6280371
41.8858576,-87.6280371
41.8858576,-87.6280371
41.8770827,-87.6366642
41.8770827,-87.6366642
41.8843033,-87.6216464
41.8843033,-87.6216464
41.8845058,-87.6216139
41.8809885,-87.620887
41.8809885,-87.620887
41.8809885,-87.620887
41.8809901,-87.6207113
41.8809901,-87.6207113
41.8809901,-87.6207113
41.8730963,-87.6206114
41.8730963,-87.6206114
41.8730963,-87.6206114
41.8730963,-87.6206114
41.8782257,-87.6207013
41.8782257,-87.6207013
41.8782257,-87.6207013
41.8782257,-87.6207013
41.8732141,-87.6208056
41.8732141,-87.6208056
41.8732141,-87.6208056
41.8732141,-87.6208056
41.8783343,-87.6204616
41.8783343,-87.6204616
41.8783343,-87.6204616
41.8783343,-87.6204616
41.8705638,-87.6259178
41.8705638,-87.6259178
41.8705638,-87.6259178
41.8705638,-87.6259178
41.8808735,-87.6205979
41.8808735,-87.6205979
41.8808735,-87.6205979
41.8808735,-87.6205979
41.8733398,-87.6205715
41.8733398,-87.6205715
41.8733398,-87.6205715
41.8733398,-87.6205715
41.8756138,-87.6312497
41.8756138,-87.6312497
41.8756138,-87.6312497
41.8721588,-87.6329625
41.8721588,-87.6329625
41.8721588,-87.6329625
41.8705317,-87.6335255
41.8705317,-87.6335255
41.8707726,-87.6315072
41.8707829,-87.6305671
41.8707829,-87.6305671
41.8707829,-87.6305671
41.8780693,-87.6382443
41.8780693,-87.6382443
41.8780693,-87.6382443
41.8757031,-87.6357927
41.8756918,-87.6312567
41.8756918,-87.6312567
41.8815612,-87.6222072
41.8815612,-87.6222072
41.8815612,-87.6222072
41.8815612,-87.6222072
41.8815956,-87.6219505
41.8815956,-87.6219505
41.8815956,-87.6219505
41.8813239,-87.622151
41.8813239,-87.622151
41.8813239,-87.622151
41.8813239,-87.622151
41.8816776,-87.621923
41.8816776,-87.621923
41.8816776,-87.621923
41.8816836,-87.6217365
41.8795517,-87.6240573
41.8833953,-87.6249728
41.881341,-87.6216395
41.881341,-87.6216395
41.881341,-87.6216395
41.8815463,-87.6213472
41.8815616,-87.6215103
41.8815616,-87.6215103
41.8815616,-87.6215103
41.8794192,-87.6314589
41.8794192,-87.6314589
41.8787836,-87.6314485
41.8787836,-87.6314485
41.8786565,-87.6307964
41.8786565,-87.6307964
41.884872,-87.6317
41.884872,-87.6317
41.884872,-87.6317
41.8860112,-87.6312193
41.8860112,-87.6312193
41.8860112,-87.6312193
41.8860112,-87.6312193
41.8841733,-87.6246809
41.8841733,-87.6246809
41.8841733,-87.6246809
41.8838512,-87.6298688
41.8838512,-87.6298688
41.8838512,-87.6298688
41.8849825,-87.6314098
41.8849825,-87.6314098
41.8849825,-87.6314098
41.8825417,-87.6298359
41.8849225,-87.6314967
41.8849225,-87.6314967
41.8849225,-87.6314967
41.8838489,-87.6307991
41.8838489,-87.6307991
41.8838489,-87.6307991
41.8841781,-87.6231724
41.8841781,-87.6231724
41.8841781,-87.6231724
41.8825338,-87.6290214
41.878453,-87.6207198
41.878453,-87.6207198
41.878453,-87.6207198
41.878453,-87.6207198
41.8807519,-87.6207883
41.8807519,-87.6207883
41.8807519,-87.6207883
41.8807519,-87.6207883
41.8783266,-87.620899
41.8783266,-87.620899
41.8783266,-87.620899
41.8783266,-87.620899
41.8763398,-87.6307283
41.8763398,-87.6307283
41.8763428,-87.6304998
41.8778688,-87.636348
41.8778688,-87.636348
41.8778688,-87.636348
41.8778688,-87.636348
41.8778688,-87.636348
41.8778688,-87.636348
41.8777736,-87.6361445
41.8777736,-87.6361445
41.8777736,-87.6361445
41.8775824,-87.6360034
41.8775824,-87.6360034
41.8775824,-87.6360034
41.877872,-87.6360176
41.877872,-87.6360176
41.877872,-87.6360176
41.877872,-87.6360176
41.877872,-87.6360176
41.877872,-87.6360176
41.8777179,-87.636177
41.8777179,-87.636177
41.8777179,-87.636177
41.8777737,-87.6362106
41.8777737,-87.6362106
41.8777737,-87.6362106
41.8775788,-87.6363387
41.8775788,-87.6363387
41.8775788,-87.6363387
41.8775824,-87.6361761
41.8775824,-87.6361761
41.8775824,-87.6361761
41.8867914,-87.6302462
41.8867914,-87.6302462
41.8853744,-87.6319976
41.8853744,-87.6319976
41.8853744,-87.6319976
41.8854266,-87.6319019
41.8854266,-87.6319019
41.8854266,-87.6319019
41.8714148,-87.6286123
41.8714148,-87.6286123
41.8714148,-87.6286123
41.8712094,-87.6287058
41.8712094,-87.6287058
41.8712094,-87.6287058
41.8709211,-87.629018
41.8709211,-87.629018
41.8709211,-87.629018
41.870935,-87.6291772
41.870935,-87.6291772
41.870935,-87.6291772
41.8708552,-87.6295721
41.8708552,-87.6295721
41.8708552,-87.6295721
41.8708552,-87.6295721
41.8717447,-87.6284864
41.8717447,-87.6284864
41.8717447,-87.6284864
41.8710445,-87.6284754
41.8710445,-87.6284754
41.8710445,-87.6284754
41.8710461,-87.6281401
41.8758043,-87.6397504
41.8758043,-87.6397504
41.8758043,-87.6397504
41.8768185,-87.6359053
41.8768185,-87.6359053
41.8770227,-87.6359099
41.8770227,-87.6359099
41.8770227,-87.6359099
41.8812276,-87.6335301
41.8812276,-87.6335301
41.8812288,-87.6333432
41.8806736,-87.6333976
41.8806736,-87.6333976
41.8812232,-87.6338262
41.8732228,-87.6203795
41.8732228,-87.6203795
41.8732228,-87.6203795
41.8732228,-87.6203795
41.8781944,-87.6244091
41.8781944,-87.6244091
41.8781944,-87.6244091
41.8781961,-87.6241977
41.8781961,-87.6241977
41.8781961,-87.6241977
41.8719584,-87.6241059
41.8719584,-87.6241059
41.8719584,-87.6241059
41.8718114,-87.6240998
41.8718114,-87.6240998
41.8718114,-87.6240998
41.8775887,-87.6318059
41.876879,-87.6312935
41.876879,-87.6312935
41.8768922,-87.6301992
41.8768922,-87.6301992
41.876966,-87.6269176
41.876966,-87.6269176
41.876966,-87.6269176
41.8781673,-87.6302359
41.8757087,-87.6251967
41.8757087,-87.6251967
41.8757087,-87.6251967
41.8770007,-87.6252264
41.8770007,-87.6252264
41.8770007,-87.6252264
41.8768448,-87.634451
41.8768448,-87.634451
41.8768448,-87.634451
41.8781161,-87.6344798
41.8781161,-87.6344798
41.8768476,-87.6342437
41.8768476,-87.6342437
41.8768476,-87.6342437
41.8731485,-87.6251267
41.8731485,-87.6251267
41.8731485,-87.6251267
41.8744281,-87.6251653
41.8744281,-87.6251653
41.8744281,-87.6251653
41.8744281,-87.6251653
41.8755637,-87.6282083
41.8755637,-87.6282083
41.8745572,-87.6281793
41.8745572,-87.6281793
41.8745572,-87.6281793
41.8721932,-87.631154
41.8721932,-87.631154
41.8721932,-87.631154
41.874526,-87.6301547
41.874526,-87.6301547
41.874526,-87.6301547
41.874526,-87.6301547
41.8745099,-87.6312237
41.8745099,-87.6312237
41.8745099,-87.6312237
41.8755245,-87.6301743
41.8755245,-87.6301743
41.8722741,-87.6300922
41.8722741,-87.6300922
41.8722741,-87.6300922
41.8740009,-87.6286848
41.8740009,-87.6286848
41.8740009,-87.6286848
41.8722952,-87.6281422
41.8722952,-87.6281422
41.8722952,-87.6281422
41.8744819,-87.633128
41.8744819,-87.633128
41.8744819,-87.633128
41.8721577,-87.633062
41.8721577,-87.633062
41.8721577,-87.633062
41.875456,-87.6379649
41.8744271,-87.6379612
41.8744271,-87.6379612
41.8744271,-87.6379612
41.8808189,-87.6253149
41.8808189,-87.6253149
41.8808189,-87.6253149
41.8795426,-87.6252818
41.8795426,-87.6252818
41.8795426,-87.6252818
41.8799487,-87.6269852
41.8795103,-87.6269746
41.8795103,-87.6269746
41.8799576,-87.6261404
41.8799576,-87.6261404
41.8705796,-87.6250324
41.8705796,-87.6250324
41.8705796,-87.6250324
41.8718652,-87.6250721
41.8718652,-87.6250721
41.8718652,-87.6250721
41.8745982,-87.6240605
41.8745982,-87.6240605
41.8745982,-87.6240605
41.8745982,-87.6240605
41.876251,-87.6252022
41.8695304,-87.63283
41.8705419,-87.6286089
41.8705419,-87.6286089
41.8705419,-87.6286089
41.8705419,-87.6286089
41.8707789,-87.6309421
41.8707789,-87.6309421
41.8707789,-87.6309421
41.8710431,-87.6286068
41.8710431,-87.6286068
41.8710431,-87.6286068
41.8705915,-87.6309361
41.8705915,-87.6309361
41.8705275,-87.6295632
41.8705275,-87.6295632
41.8705275,-87.6295632
41.8713646,-87.6300339
41.8713646,-87.6300339
41.8713646,-87.6300339
41.871033,-87.6292147
41.871033,-87.6292147
41.871033,-87.6292147
41.8711347,-87.629032
41.8711347,-87.629032
41.8711347,-87.629032
41.8710868,-87.6289314
41.8710868,-87.6289314
41.8710868,-87.6289314
41.8816073,-87.6339453
41.8815991,-87.6337319
41.8755723,-87.6357876
41.8755723,-87.6357876
41.8758184,-87.6356828
41.8759019,-87.6352298
41.8759019,-87.6352298
41.8760804,-87.6358751
41.8806021,-87.6207819
41.8806021,-87.6207819
41.8806021,-87.6207819
41.8797341,-87.6207507
41.8797341,-87.6207507
41.879027,-87.6409961
41.879027,-87.6409961
41.879027,-87.6409961
41.8806081,-87.6387313
41.8806081,-87.6387313
41.8806081,-87.6387313
41.8793331,-87.6386275
41.8793331,-87.6386275
41.8793331,-87.6386275
41.8793103,-87.6409778
41.8793103,-87.6409778
41.8793103,-87.6409778
41.8740695,-87.6271956
41.8740695,-87.6271956
41.8740695,-87.6271956
41.8740695,-87.6271956
41.8740731,-87.6270108
41.8740731,-87.6270108
41.8740731,-87.6270108
41.877517,-87.6267835
41.877517,-87.6267835
41.877517,-87.6267835
41.8734738,-87.6269876
41.8734738,-87.6269876
41.8734738,-87.6269876
41.8734724,-87.6271818
41.8734724,-87.6271818
41.8734724,-87.6271818
41.8734724,-87.6271818
41.8740675,-87.6273187
41.8740675,-87.6273187
41.8740675,-87.6273187
41.8740675,-87.6273187
41.8744018,-87.6266337
41.8744018,-87.6266337
41.8744018,-87.6266337
41.8750681,-87.6260122
41.8750681,-87.6260122
41.8750681,-87.6260122
41.8750609,-87.6265099
41.8750609,-87.6265099
41.8750609,-87.6265099
41.8750609,-87.6265099
41.8745403,-87.626437
41.8745403,-87.626437
41.8745403,-87.626437
41.8775223,-87.6263858
41.8775223,-87.6263858
41.8775223,-87.6263858
41.8775223,-87.6263858
41.8769682,-87.6263735
41.8769682,-87.6263735
41.8750572,-87.626709
41.8750572,-87.626709
41.8750572,-87.626709
41.8761715,-87.6260456
41.8761715,-87.6260456
41.8744012,-87.6266907
41.8744012,-87.6266907
41.8744012,-87.6266907
41.8734701,-87.627302
41.8734701,-87.627302
41.8734701,-87.627302
41.8734701,-87.627302
41.8775276,-87.6260783
